"DEMO_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SRB","Serbia","2020","2020",74,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SRB","Serbia","2021","2021",73,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","MNE","Montenegro","2017","2017",76,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","MNE","Montenegro","2018","2018",77,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","MNE","Montenegro","2019","2019",77,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","MNE","Montenegro","2020","2020",76,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","MNE","Montenegro","2021","2021",74,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","CUW","Curaçao","2017","2017",78,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SXM","Sint Maarten (Dutch part)","2017","2017",75,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SXM","Sint Maarten (Dutch part)","2018","2018",75,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SXM","Sint Maarten (Dutch part)","2019","2019",75,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SXM","Sint Maarten (Dutch part)","2020","2020",75,,
"SP_DYN_LE00_IN","Life expectancy at birth, total (years)","SXM","Sint Maarten (Dutch part)","2021","2021",74,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AUS","Australia","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AUS","Australia","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AUS","Australia","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AUS","Australia","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AUS","Australia","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AUT","Austria","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AUT","Austria","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AUT","Austria","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AUT","Austria","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AUT","Austria","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BEL","Belgium","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BEL","Belgium","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BEL","Belgium","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BEL","Belgium","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BEL","Belgium","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","CAN","Canada","2017","2017",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","CAN","Canada","2018","2018",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","CAN","Canada","2019","2019",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","CAN","Canada","2020","2020",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","CAN","Canada","2021","2021",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","CZE","Czechia","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","CZE","Czechia","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","CZE","Czechia","2019","2019",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","CZE","Czechia","2020","2020",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","CZE","Czechia","2021","2021",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DNK","Denmark","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DNK","Denmark","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DNK","Denmark","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DNK","Denmark","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DNK","Denmark","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","FIN","Finland","2017","2017",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","FIN","Finland","2018","2018",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","FIN","Finland","2019","2019",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","FIN","Finland","2020","2020",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","FIN","Finland","2021","2021",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","FRA","France","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","FRA","France","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","FRA","France","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","FRA","France","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","FRA","France","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DEU","Germany","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DEU","Germany","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DEU","Germany","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DEU","Germany","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DEU","Germany","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","GRC","Greece","2017","2017",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","GRC","Greece","2018","2018",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","GRC","Greece","2019","2019",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","GRC","Greece","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","GRC","Greece","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","HUN","Hungary","2017","2017",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","HUN","Hungary","2018","2018",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","HUN","Hungary","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","HUN","Hungary","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","HUN","Hungary","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ISL","Iceland","2017","2017",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ISL","Iceland","2018","2018",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ISL","Iceland","2019","2019",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ISL","Iceland","2020","2020",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ISL","Iceland","2021","2021",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","IRL","Ireland","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","IRL","Ireland","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","IRL","Ireland","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","IRL","Ireland","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","IRL","Ireland","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ITA","Italy","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ITA","Italy","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ITA","Italy","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ITA","Italy","2020","2020",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ITA","Italy","2021","2021",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","JPN","Japan","2017","2017",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","JPN","Japan","2018","2018",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","JPN","Japan","2019","2019",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","JPN","Japan","2020","2020",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","JPN","Japan","2021","2021",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","KOR","Republic of Korea","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","KOR","Republic of Korea","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","KOR","Republic of Korea","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","KOR","Republic of Korea","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","KOR","Republic of Korea","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","LUX","Luxembourg","2017","2017",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","LUX","Luxembourg","2018","2018",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","LUX","Luxembourg","2019","2019",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","LUX","Luxembourg","2020","2020",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","LUX","Luxembourg","2021","2021",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","MEX","Mexico","2017","2017",13,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","MEX","Mexico","2018","2018",13,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","MEX","Mexico","2019","2019",12,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","MEX","Mexico","2020","2020",12,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","MEX","Mexico","2021","2021",11,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NLD","Netherlands","2017","2017",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NLD","Netherlands","2018","2018",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NLD","Netherlands","2019","2019",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NLD","Netherlands","2020","2020",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NLD","Netherlands","2021","2021",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NZL","New Zealand","2017","2017",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NZL","New Zealand","2018","2018",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NZL","New Zealand","2019","2019",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NZL","New Zealand","2020","2020",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NZL","New Zealand","2021","2021",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NOR","Norway","2017","2017",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NOR","Norway","2018","2018",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NOR","Norway","2019","2019",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NOR","Norway","2020","2020",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","NOR","Norway","2021","2021",2,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","POL","Poland","2017","2017",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","POL","Poland","2018","2018",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","POL","Poland","2019","2019",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","POL","Poland","2020","2020",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","POL","Poland","2021","2021",4,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","PRT","Portugal","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","PRT","Portugal","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","PRT","Portugal","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","PRT","Portugal","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","PRT","Portugal","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","SVK","Slovakia","2017","2017",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","SVK","Slovakia","2018","2018",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","SVK","Slovakia","2019","2019",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","SVK","Slovakia","2020","2020",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","SVK","Slovakia","2021","2021",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AFG","Afghanistan","2017","2017",49,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AFG","Afghanistan","2018","2018",48,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AFG","Afghanistan","2019","2019",46,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AFG","Afghanistan","2020","2020",45,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AFG","Afghanistan","2021","2021",43,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ALB","Albania","2017","2017",8,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ALB","Albania","2018","2018",8,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ALB","Albania","2019","2019",8,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ALB","Albania","2020","2020",8,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ALB","Albania","2021","2021",8,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DZA","Algeria","2017","2017",21,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DZA","Algeria","2018","2018",21,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DZA","Algeria","2019","2019",20,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DZA","Algeria","2020","2020",20,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","DZA","Algeria","2021","2021",19,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AND","Andorra","2017","2017",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AND","Andorra","2018","2018",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AND","Andorra","2019","2019",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AND","Andorra","2020","2020",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AND","Andorra","2021","2021",3,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AGO","Angola","2017","2017",54,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AGO","Angola","2018","2018",52,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AGO","Angola","2019","2019",50,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AGO","Angola","2020","2020",49,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AGO","Angola","2021","2021",47,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ATG","Antigua and Barbuda","2017","2017",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ATG","Antigua and Barbuda","2018","2018",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ATG","Antigua and Barbuda","2019","2019",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ATG","Antigua and Barbuda","2020","2020",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ATG","Antigua and Barbuda","2021","2021",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ARG","Argentina","2017","2017",9,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ARG","Argentina","2018","2018",8,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ARG","Argentina","2019","2019",8,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ARG","Argentina","2020","2020",7,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ARG","Argentina","2021","2021",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ARM","Armenia","2017","2017",12,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ARM","Armenia","2018","2018",11,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ARM","Armenia","2019","2019",11,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ARM","Armenia","2020","2020",10,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","ARM","Armenia","2021","2021",10,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AZE","Azerbaijan","2017","2017",20,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AZE","Azerbaijan","2018","2018",19,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AZE","Azerbaijan","2019","2019",18,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AZE","Azerbaijan","2020","2020",17,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","AZE","Azerbaijan","2021","2021",17,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BHS","Bahamas","2017","2017",12,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BHS","Bahamas","2018","2018",12,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BHS","Bahamas","2019","2019",15,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BHS","Bahamas","2020","2020",12,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BHS","Bahamas","2021","2021",11,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BHR","Bahrain","2017","2017",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BHR","Bahrain","2018","2018",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BHR","Bahrain","2019","2019",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BHR","Bahrain","2020","2020",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BHR","Bahrain","2021","2021",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BGD","Bangladesh","2017","2017",28,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BGD","Bangladesh","2018","2018",27,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BGD","Bangladesh","2019","2019",25,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BGD","Bangladesh","2020","2020",24,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BGD","Bangladesh","2021","2021",23,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRB","Barbados","2017","2017",13,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRB","Barbados","2018","2018",12,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRB","Barbados","2019","2019",12,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRB","Barbados","2020","2020",11,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRB","Barbados","2021","2021",11,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BLZ","Belize","2017","2017",12,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BLZ","Belize","2018","2018",11,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BLZ","Belize","2019","2019",11,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BLZ","Belize","2020","2020",10,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BLZ","Belize","2021","2021",10,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BEN","Benin","2017","2017",61,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BEN","Benin","2018","2018",60,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BEN","Benin","2019","2019",58,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BEN","Benin","2020","2020",57,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BEN","Benin","2021","2021",55,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BTN","Bhutan","2017","2017",26,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BTN","Bhutan","2018","2018",25,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BTN","Bhutan","2019","2019",24,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BTN","Bhutan","2020","2020",23,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BTN","Bhutan","2021","2021",23,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BOL","Bolivia (Plurinational State of)","2017","2017",24,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BOL","Bolivia (Plurinational State of)","2018","2018",23,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BOL","Bolivia (Plurinational State of)","2019","2019",22,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BOL","Bolivia (Plurinational State of)","2020","2020",21,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BOL","Bolivia (Plurinational State of)","2021","2021",20,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BIH","Bosnia and Herzegovina","2017","2017",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BIH","Bosnia and Herzegovina","2018","2018",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BIH","Bosnia and Herzegovina","2019","2019",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BIH","Bosnia and Herzegovina","2020","2020",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BIH","Bosnia and Herzegovina","2021","2021",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BWA","Botswana","2017","2017",32,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BWA","Botswana","2018","2018",31,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BWA","Botswana","2019","2019",30,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BWA","Botswana","2020","2020",29,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BWA","Botswana","2021","2021",28,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRA","Brazil","2017","2017",14,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRA","Brazil","2018","2018",14,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRA","Brazil","2019","2019",13,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRA","Brazil","2020","2020",13,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRA","Brazil","2021","2021",13,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRN","Brunei Darussalam","2017","2017",9,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRN","Brunei Darussalam","2018","2018",9,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRN","Brunei Darussalam","2019","2019",10,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRN","Brunei Darussalam","2020","2020",10,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BRN","Brunei Darussalam","2021","2021",10,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BGR","Bulgaria","2017","2017",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BGR","Bulgaria","2018","2018",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BGR","Bulgaria","2019","2019",6,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BGR","Bulgaria","2020","2020",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BGR","Bulgaria","2021","2021",5,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BFA","Burkina Faso","2017","2017",57,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BFA","Burkina Faso","2018","2018",56,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BFA","Burkina Faso","2019","2019",54,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BFA","Burkina Faso","2020","2020",53,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BFA","Burkina Faso","2021","2021",52,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BDI","Burundi","2017","2017",43,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BDI","Burundi","2018","2018",41,,
"SP_DYN_IMRT_IN","Mortality rate, infant (per 1,000 live births)","BDI","Burundi","2019","2019",40,,
